Title;endereco;uf;telefone;contato;cnpj;horario_atendimento;Outros horarios;servicos_oferecidos;procedimentos;Atendimento;Avisos;gerente_unidade;gerente_clinica;Enfermeiro_a_Supervisor_a_;Demais_Gerencias;Unidade_Responsavel;Tipo de Item;Caminho
CliniCASSI Niterói;Rua Xv De Novembro, 90, Lojas 101 E 102, Ed. Global Offices, Niterói (RJ) – CEP: 24020-125;Rio de Janeiro;(21) 2173-3280​;Fale com a CASSI | Central 0800 729 0080;33.719.485/0059-43;de 2ª a 6ª feira, das 8h às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e nutricionista;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Assistência Farmacêutica – PAF, Gerenciamento de Condições Crônicas – GCC e Atenção Domiciliar).
2. Especialidades que apoiam a equipe APS: Psiquiatra (1 x semana).
3. Saúde do Trabalhador (a).
4.Perícias médicas.
5. Demandas administrativas.";"1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica;  2. Aplicação de compressa quente; 3. Avaliação do pé diabético; 4. Cateterismo de alívio; 5. Cateterismo Vesical de Demora (Passagem/troca, incluindo em cistotomia); 6. Cauterização química de pequenas lesões de pele e mucosa;  7. Coleta de urina para realização de EAS / Urocultura em participantes que demandem ou façam uso de algum tipo de cateterismo vesical;  8. Coleta para exame citopatológico cérvico-vaginal (papanicolau);  9. Controle/Aferição sinais vitais e antropometria;  10. Curativo em Ferida simples/;  11. Eletrocardiografia; 12. Estesiometria;  13. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas;  14. Imobilização Provisória (colar cervical e tipoia);  15. Lavagem auditiva e remoção de cerume;  16. Nebulização/inalação; 17. Realização de teste de glicemia capilar;  18. Retirada de pontos;  19. Tamponamento de Epistaxe;  20. Troca de bolsa de colostomia / ileostomia;  21. Administração de Oxigênio;  22. Tratamento/cuidado de queimaduras (exceto grande queimado); 23. Avaliação do risco Cirúrgico.";;;;Fabricia Oliveira Marques das Chagas;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Petrópolis;Rua do Imperador, nº 288, sala nº 903, centro, Petrópolis (RJ) – CEP: 25620-000;Rio de Janeiro;(24) 2233-7800;Fale com a CASSI | Central 0800 729 0080;33.719.485/0073-00;de 2ª a 6ª feira, das 8h às 18​h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico e enfermeiro;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Assistência Farmacêutica – PAF, Gerenciamento de Condições Crônicas – GCC e Atenção Domiciliar).
2. Saúde do Trabalhador (a).
3. Demandas administrativas.";"1. Administração de Medicamentos por via oral, intramuscular, endovenosa, subcutânea e tópica;  2. Aplicação de compressa quente;  3. Avaliação do pé diabético;  4. Coleta de exame citopatológico cérvico-vaginal;  5. Controle/Aferição sinais vitais e antropometria;  6. Curativo em Ferida Simples; 7. Eletrocardiografia (sem laudo); 8. Estesiometria;  9. Imobilização Provisória (colar cervical e tipoia);  10. Realização de teste de glicemia capilar;  11. Retirada de pontos;  12. Tamponamento de Epistaxe.";;;;;Karine Viana Almeida;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Tijuca;Rua General Rocca, nº 836, 2º andar, Tijuca, Rio de Janeiro (RJ) – CEP: 20521-070;Rio de Janeiro;(21) 3238-9150;Fale com a CASSI | Central 0800 729 0080;33.719.485/0056-09​;de 2ª a 6ª feira, das 8h às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional ( nutricionista, psicólogo e farmacêutica);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Assistência Farmacêutica – PAF, Gerenciamento de Condições Crônicas – GCC e Atenção Domiciliar).
2. Especialidades que apoiam a equipe APS: Gineologista e psiquiatra (endocrinologista e cardiologista 1 x semana).
3. Perícias médicas.
4. Saúde do Trabalhador (a).
5. Demandas administrativas.";1. Avaliação de Risco Cirúrgico.  2. Administração de imunobiológico subcutâneo.  3. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica.  4. Administração de oxigênio por catéter nasal / Máscara de Venturi.  5. Aplicação de compressa quente.  6. Avaliação do pé diabético.  7. Cateterismo de alívio.  8. Cateterismo Vesical de Demora (Passagem/troca, incluindo em cistotomia).  9. Cauterização química de pequenas lesões de pele e mucosa.  10. Coleta de urina para realização de EAS / Urocultura em participantes que demandem ou façam uso de algum tipo de cateterismo vesical.  11. Coleta para exame citopatológico cérvico-vaginal.  12. Controle/Aferição sinais vitais e antropometria.  13. Curativo em Ferida simples.  14. Eletrocardiografia.  15. Estesiometria.  16. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas.  17. Imobilização Provisória (colar cervical e tipoia).  18. Inserção e remoção de DIU.  19. Lavagem auditiva e remoção de cerume.  20. Nebulização/inalação.  21. Realização de teste de glicemia capilar.  22. Remoção de molusco contagioso.  23. Retirada de Dermatobiose Penetrar (Berne ou Miiase).  24. Retirada de pontos.  25. Retirada de Tunga Penetrans (Bicho de pé).  26. Tamponamento de Epistaxe.  27. Tratamento/cuidado de queimaduras (exceto grandes queimados).  28. Troca de bolsa de colostomia / ileostomia.  29. Cauterização química de pequenas lesões de pele e mucosa.;;;;Gabriela Teixeira Mota​​​;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
Unidade Rio de Janeiro​;Av. República do chile, 500, 25º andar – Ed. Rio Metropolitan Center – Centro – CEP: 20031-170;Rio de Janeiro;(21) 3861-1700;Fale com a CASSI | Central 0800 729 0080;33.719.485/0019-56;de 2ª a 6ª feira, das 8h às 18h​​;;;;;Para atendimento relacionado aos serviços administrativos, utilize exclusivamente os canais oficiais da CASSI: Central 0800 729 0080, Fale com a CASSI, site ou app CASSI.;Andréa Cristiane Borb​;;;"Coordenadora do Núcleo Administrativo – Natan Oliveira Guimarães
Gerente de Divisão de Atenção à Saude – Lindenberg Jean da Silva
​Gerente de Divisão de Relacionamento com Mercado – Raquel Santos Haddad Pinto Moreira
Gerente de Relacionamento com o Participante – Cintia Silva da Costa
Gerente de Negociação com Prestadores – Fernando dos Santos Torres
Gerente de Regulação – Debora Pereira Barboza";;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Natal;Avenida Amintas Barros, 3700 – Edifício CTC Torre B 14º e 15º Andares – Lagoa Nova – Natal – RN – 59075-810;Rio Grande do Norte;(84) 3087-2220;Fale com a CASSI | Central 0800 729 0080;33.719.485/0009-84;de 2ª a 6ª feira, das 8h ás 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (assistente social, nutricionista, psicólogo e farmacêutica);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC ).
2. Especialidades que apoiam a equipe de APS: Cardiologista, Pediatra, Ginecologista e Psiquiatria.
3. Exame laboratorial.
4. Saúde do Trabalhador (a).
5. Perícia Médica.";1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica. 2. Administração de oxigênio por catéter nasal / Máscara de Venturi. 3. Cateterismo Vesical de Alívio. 4. Inserção de DIU. 5. Curativo em ferida simples. 6. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas. 7. Incisão e drenagem de abcessos. 8. Nebulização/inalação. 9. Retirada de Dermatobiose Penetrar (Berne ou Miiase). 10. Retirada de pontos. 11. Retirada de Tunga Penetrans (Bicho de pé). 12. Colposcopia. 13. Avaliação do pé diabético. 14. Coleta de urina para realização de EAS / Urocultura em participantes que demandem ou façam uso de algum tipo de cateterismo vesical. 15. Coleta para exame citopatológico cérvico-vaginal. 16. Controle/Aferição sinais vitais e antropometria. 17. Eletrocardiografia. 18. Realização de teste de glicemia capilar. 19. Colocação de imobilização provisória (colar cervical). 20. Risco cirúrgico.;;;Emanuel Almeida Mesquita;;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
Unidade CASSI Rio Grande do Norte;Edifício Corporate Tower Center (CTC), Av. Amintas Barros, nº 3700, Torre Business, 14º e 15º andares, Lagoa Nova, Natal (RN) – CEP: 59.075-810;Rio Grande do Norte;(84) 3087-2200;Fale com a CASSI | Central 0800 729 0080;33.719.485/0009-84;;;;;;Para atendimento relacionado aos serviços administrativos, utilize exclusivamente os canais oficiais da CASSI: Central 0800 729 0080, Fale com a CASSI, site ou app CASSI.;Emanuel Almeida Mesquita;;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Porto Velho;Rua Tenreiro Aranha, 2862 – Olaria – Porto Velho (RO) – CEP 76.801-254;Rondônia;(69) 3533-5964;Fale com a CASSI | Central 0800 729 0080;33.719.485/0006-31.;de 2ª a 6ª feira, das 8 às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico de família, médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (assistente social e psicólogo);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Perícias Médicas.
3. Saúde do Trabalhador (a).";1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica. 2. Curativo em Ferida simples. 3. Nebulização/inalação. 4. Retirada de pontos. 5. Avaliação do pé diabético. 6. Coleta para exame citopatológico cérvico-vaginal. 7. Realização de teste de glicemia capilar. 8. Administração de oxigênio por catéter nasal / Máscara de Venturi. 9. Aplicação de compressa quente. 10. Cateterismo Vesical de Alívio. 11. Cateterismo Vesical de Demora (Passagem/troca, incluindo em cistotomia) / Troca de sonda de Folley. 12. Lavagem auditiva e remoção de cerume. 13. Retirada de Tunga Penetrans (Bicho de pé). 14. Tratamento/cuidado de queimaduras (exceto grandes queimados). 15. Controle/Aferição sinais vitais e antropometria. 16. Troca de bolsa de colostomia / ileostomia.;;;Andressa Rejane de Oliveira Melo Carneiro;Taina Pinheiro Aragão Gomes;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Boa Vista;Rua Professor Diomedes Souto Maior, 81 – Centro – Boa Vista (RR), CEP 69301-260;Roraima;(95) 3194-4450;Fale com a CASSI | Central 0800 729 0080;33.719.485/0054-39;de 2ª a 6ª feira, das 8 às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico,médico de familia, Enfermeiro supervisora, enfermeiro e equipe multiprofissional (assistente social e psicólogo);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).
3. Perícia Médica.";1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica. 2. Hidratação Venosa 3. Curativo em Ferida simples. 4. Lavagem auditiva e remoção de cerume. 5. Nebulização/inalação. 6. Avaliação do pé diabético. 7. Coleta para exame citopatológico cérvico-vaginal. 8. Controle/Aferição sinais vitais 9. Realização de teste de glicemia capilar. 10. Retirada de pontos. 11. Cateterismo Vesical de Alívio. 12. Cateterismo Vesical de Demora (Passagem/troca) / Troca de sonda de Folley. 13. Aplicação de Compressa quente.;;;Rosimeire Neves Barbosa;;;Enfermeiro(a) Supervisor(a) – Clarice Nascimento da Silva;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Caxias do Sul;Rua Garibaldi, 791 salas 103 e 104 – Centro – Caxias do Sul (RS) – CEP 95080-190;Rio Grande do Sul;(54) 3770-0110;Fale com a CASSI | Central 0800 729 0080;33.719.485/0068-34;de 2º a 6 feira, das 8 ás 18h;;Consulta sem horário agendado das 8h às 12h, Consulta agendada com médico de família e enfermeiro, Aferição dos sinais vitais (pressão arterial, temperatura, frequência cardíaca e pulso arterial), Perícia médica para autorização de procedimentos, Exames Periódicos de Saúde, homologação de licença saúde, demissionais para funcionários do Banco do Brasil, Autorização de medicamentos de uso contínuo para participantes do plano Associados, Gerenciamento de atendimento em domicílio, Gerenciamento de doenças crônicas, Gerenciamento de cuidados em saúde mental, Gerenciamento de cuidados destinados a pessoas com deficiência, Apoio e tratamento para a cessação do tabagismo, Avaliação do pé diabético, Suporte na abstinência do tabagismo, Medição da glicose capilar, Seguimento no cuidado pós alta hospitalar.;;;;;;Lucimar da Silva Moura Thomasini;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Porto Alegre Centro Norte;Avenida Cristóvão Colombo, nº 2240, 5º andar, bairro Floresta, Porto Alegre (RS) – CEP: 90560-001;Rio Grande do Sul;(51) 2139-8000;Fale com a CASSI | Central 0800 729 0080;33.719.485/0022-51;de 2ª a 6ª feira, das 8 às 18h;;Consulta médica adulto e infantil, sem horário agendado, Consulta agendada com médico de família, enfermeiro, nutricionista, assistente social e psicólogo (para participantes cadastrados na Estratégia de Saúde da Família), Procedimentos (retirada de pontos, lavagem auditiva, curativos, entre outros), Perícia médica para autorização de procedimentos, Atendimentos de Saúde Ocupacional (EPS, homologação de licença saúde, demissionais, entre outros) para funcionários do Banco do Brasil, Autorização de medicamentos de uso contínuo para participantes do plano Associados, Gerenciamento de doenças crônica, Gerenciamento de cuidados em saúde mental, Gerenciamento de cuidados destinados a pessoas com deficiência, Gerenciamento de atendimento em domicílio, Seguimento no cuidado pós alta hospitalar, Apoio e tratamento para a cessação do tabagismo, Avaliação do pé diabético, Medição da glicose capilar, Coleta de exame citopatológico (papanicolau) e planejamento familiar, Inserção de Dispositivo Intrauterino (DIU)​.;;;;Glenda dos Santos Corrêa Sena;Cassiane Prestes da Silveira Chazan;;"Coordenação Equipe Administrativa – Ariane Collet​ ​

Gerente de Divisão de Atenção à S​aúde – Cristine Alves Camara

​Gerente de Negociação e Relacionamento com Clientes e.e. – Greice Silva de Souza

​Gerente de Regulação – Carina Monteiro Grimaldi

​Gerente de Atenção Integral a Saúde – Rochele Lemos Paiva";;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Porto Alegre Sul;Avenida Padre Cacique, 320 – 2º Andar – Menino Deus – Porto Alegre – RS – 90810-240​;Rio Grande do Sul;(51) 2104 -0133;Fale com a CASSI | Central 0800 729 0080;33.719.485/0074-82;de 2º a 6 feira, das 8 ás 18h;;"Consulta médica sem necessidade de agendamento ou atendidas em até 48 horas. Avaliação nutricional; Orientações e cuidados para o uso de sondas e ostomias; Curativos e retiradas de pontos; Avaliação do pé diabético; Administração de medicamentos injetáveis; Apoio e tratamento para a cessação do tabagismo; Coleta para exame citopatológico de colo uterino; Procedimento cirúrgicos de pequeno porte; Nebulização; Lavagem otológica; Planejamento familiar e implantação de DIU (Dispositivo Intrauterino); Seguimento no cuidado pós alta hospitalar; Acompanhamento diferenciado às pessoas com deficiência; Atendimento domiciliar para pessoas com dificuldade de locomoção.";;;;;Diego Pinheiro dos Santos;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Blumenau;Rua João Pessoa, nº 185 – Velha – Blumenau – SC – 89012-472 2º andar – Acesso pela Rua Goiânia;Santa Catarina;(47) 3513-0595;Fale com a CASSI | Central 0800 729 0080;33.719.485/0039-08;de 2ª a 6ª feira, das 8 às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico e enfermeiro;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).
3. Perícia Médica.";1. Administração de Medicamentos por via oral, intradérmica, intramuscular, nasal, ocular, otológica, subcutânea e tópica. 2. Retirada de pontos. 3. Avaliação do pé diabético. 4. Realização de teste de glicemia capilar. 5. Controle/Aferição sinais vitais e antropometria.;;;Eduardo Lourenço Barbosa;Anelice Della Justina;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Balneário Camboriú;Avenida Palestina, n° 1510 – Bairro das Nações – Balneário Camboriú – SC – CEP: 88338-010;Santa Catarina;(47) 3508-0065;Fale com a CASSI | Central 0800 729 0080;33.719.485/0072-10;de 2ª a 6ª feira, 08 às 18 horas;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico e enfermeiro;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).
3. Perícia Médica.";1. Administração de Medicamentos por via oral, intradérmica, intramuscular, nasal, ocular, otológica, subcutânea e tópica. 2. Retirada de pontos. 3. Avaliação do pé diabético. 4. Realização de teste de glicemia capilar. 5. Controle/Aferição sinais vitais e antropometria.;;;Eduardo Lourenço Barbosa;Karla Avelar Cavalcante;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Balneário Camboriú;Avenida Palestina, 1510 Bairro Das Nações – Balneário Camboriú – SC, CEP: 88338-010;Santa Catarina;(47) 3508-0065;Fale com a CASSI | Central 0800 729 0080;33.719.485/0072-10;8h às 18​​​h (segunda a sexta);;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico e enfermeiro;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).
3. Perícia Médica.";1. Administração de Medicamentos por via oral, intradérmica, intramuscular, nasal, ocular, otológica, subcutânea e tópica. 2. Retirada de pontos. 3. Avaliação do pé diabético. 4. Realização de teste de glicemia capilar. 5. Controle/Aferição sinais vitais e antropometria.;;;;;Karla Avelar Cavalcante​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Blumenau;Rua João Pessoa (acesso pela rua Goiânia), 185 – Bairro da Velha – Blumenau (SC) – CEP 89.012-472;Santa Catarina;(47) 3513-0595;Fale com a CASSI | Central 0800 729 0080;33.719.485/0039-08;8h às 18h (segunda a sexta);;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico e enfermeiro;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).
3. Perícia Médica.";1. Administração de Medicamentos por via oral, intradérmica, intramuscular, nasal, ocular, otológica, subcutânea e tópica. 2. Retirada de pontos. 3. Avaliação do pé diabético. 4. Realização de teste de glicemia capilar. 5. Controle/Aferição sinais vitais e antropometria.;;;;;Anelice Della Justina;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Florianópolis;Rua Professor Hermínio Jacques, nº 229 – Centro – Florianópolis – SC – 88015-180;Santa Catarina;(48) 3952-2900;Fale com a CASSI | Central 0800 729 0080;33.719.485/0026-85;de 2ª a 6ª feira, das 8h às 19h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (assistente social e psicólogo);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Especialidades que apoiam a equipe de APS: Endocrinologista, Ginecologista e Psiquiatria.
3. Saúde do Trabalhador (a).
4. Perícia Médica.";1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica.  2. Administração de oxigênio por cateter nasal / Máscara de Venturi.  3. Curativo em Ferida simples.  4. Lavagem auditiva e remoção de cerume.  5. Nebulização/inalação.  6. Retirada de pontos.  7. Retirada de Tunga penetrans (Bicho de pé).  8. Tratamento/cuidado de queimaduras (exceto grandes queimados).  9. Avaliação do pé diabético.  10. Coleta para exame citopatológico cérvico-vaginal.  11. Controle/Aferição sinais vitais e antropometria.  12. Realização de teste de glicemia capilar.  13. Aplicação de compressa quente.  14. Cateterismo Vesical de Alívio.  15. Cateterismo Vesical de Demora (Passagem/troca, incluindo em cistotomia) / Troca de sonda de Folley.  16. Colocação de imobilização provisória (colar cervical e tipoia).  17. Drenagem de hematoma subungueal.  18. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas.  19. Exérese de calosidades, cistos e lipomas.  20. Exérese de nevos.  21. Incisão e drenagem de abcessos.  22. Remoção de molusco contagioso.  23. Retirada de Dermatobiose (Berne ou Miíase).  24. Tamponamento de Epistaxe.  25. Troca de bolsa de colostomia / ileostomia. 26. Inserção e remoção de DIU Hormonal.;;;Eduardo Lourenço Barbosa;Thiago Coronas;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Florianópolis;Rua Professor Hermínio Jacques – N°229 – Centro – Florianópolis (SC) – CEP 88015-180;Santa Catarina;(48) 3952-2900;Fale com a CASSI | Central 0800 729 0080;33.719.485/0026-85;de 2ª a 6ª feira, das 8h às 18h​.;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (assistente social e psicólogo);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Especialidades que apoiam a equipe de APS: Endocrinologista, Ginecologista e Psiquiatria.
3. Saúde do Trabalhador (a).
4. Perícia Médica.";" 1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica.  2. Administração de oxigênio por cateter nasal / Máscara de Venturi.  3. Curativo em Ferida simples.  4. Lavagem auditiva e remoção de cerume.  5. Nebulização/inalação.  6. Retirada de pontos.  7. Retirada de Tunga penetrans (Bicho de pé).  8. Tratamento/cuidado de queimaduras (exceto grandes queimados).  9. Avaliação do pé diabético.  10. Coleta para exame citopatológico cérvico-vaginal.  11. Controle/Aferição sinais vitais e antropometria.  12. Realização de teste de glicemia capilar.  13. Aplicação de compressa quente.  14. Cateterismo Vesical de Alívio.  15. Cateterismo Vesical de Demora (Passagem/troca, incluindo em cistotomia) / Troca de sonda de Folley.  16. Colocação de imobilização provisória (colar cervical e tipoia).  17. Drenagem de hematoma subungueal.  18. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas.  19. Exérese de calosidades, cistos e lipomas.  20. Exérese de nevos.  21. Incisão e drenagem de abcessos.  22. Remoção de molusco contagioso.  23. Retirada de Dermatobiose (Berne ou Miíase).  24. Tamponamento de Epistaxe.  25. Troca de bolsa de colostomia / ileostomia. 26. Inserção e remoção de DIU Hormonal.
";;;;Thiago Coronas;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Joinville;Rua Dr. Marinho Lobo, 101 – 1º Andar – Centro – Joinville – CEP 89.201-020;Santa Catarina;(47) 3509-1704;Fale com a CASSI | Central 0800 729 0080;33.719.485/0038-19;8h às 18h (segunda a sexta).;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico e enfermeiro;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).
3. Perícia Médica.";1. Administração de Medicamentos por via oral, intradérmica, intramuscular, nasal, ocular, otológica, subcutânea e tópica. 2. Retirada de pontos. 3. Avaliação do pé diabético. 4. Realização de teste de glicemia capilar. 5. Controle/Aferição sinais vitais e antropometria.;;;;;Juan De La Cruz Trincado Hevia Junior;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
Unidade CASSI Santa Catarina;Rua Professor Hermínio Jacques, n° 229 – Centro – Florianópolis – SC – CEP 88015-180;Santa Catarina;;Fale com a CASSI;33.719.485/0026-85;de 2ª a 6ª feira, das 8 às 18h;;;;;;Eduardo Lourenço Barbosa;;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
Unidade CASSI Santa Catarina;Rua Professor Hermínio Jacques – N°229 – Centro – Florianópolis (SC) – CEP 88015-180.;Santa Catarina;(48) 3952-2900;Fale com a CASSI | Central 0800 729 0080;33.719.485/0025.85;de 2ª a 6ª feira, das 8h às 18h​.;;;;;Para atendimento relacionado aos serviços administrativos, utilize exclusivamente os canais oficiais da CASSI: Central 0800 729 0080, Fale com a CASSI, site ou app CASSI.;Eduardo Lourenço Barbosa;;;"​​​​Gerente de Negociação e Relacionamento com Clientes – Camila Kuentzer

Gerente de Divisão de Saúde – Caroline Vogt​

​Gerente de Regulação – Andreia Cristina Kuntze

​Gerente de Atenção Integral a Saúde – Antonia Amaro Dagani";;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
